fen,time,move,val
r1bqkbnr/pp1p1ppp/2n1p3/8/3pP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 1,1,f3d4,0.33
r1bqkbnr/pp1p1ppp/2n1p3/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 0 1,8,d8c7,0.25
r1bqkbnr/pp3ppp/2npp3/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 1,8,g2g4,0.47
r1bqkbnr/pp3ppp/2npp3/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq - 0 1,8,g8f6,0.43
r1bqkb1r/pp3ppp/2nppn2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQkq - 0 1,1,d1d2,0.46
r1bqkb1r/pp3ppp/2nppn2/8/3NP3/2N1B3/PPP1BPPP/R2QK2R b KQkq - 0 1,1,f8e7,0.23
r1bqk2r/pp2bppp/2nppn2/8/3NP3/2N1B3/PPP1BPPP/R2QK2R w KQkq - 0 1,1,d1d2,0.17
r1bqk2r/pp2bppp/2nppn2/8/3NP3/2N1B3/PPP1BPPP/R2Q1RK1 b kq - 0 1,1,e8g8,0.19
r1bq1rk1/pp2bppp/2nppn2/8/3NP3/2N1B3/PPP1BPPP/R2Q1RK1 w - - 0 1,1,f2f4,0.17
r1bq1rk1/pp2bppp/2nppn2/8/3NPP2/2N1B3/PPP1B1PP/R2Q1RK1 b - - 0 1,1,e6e5,0.19
r1bq1rk1/pp2bppp/2np1n2/4p3/3NPP2/2N1B3/PPP1B1PP/R2Q1RK1 w - - 0 1,1,d4c6,0.16
r1bq1rk1/pp2bppp/2Np1n2/4p3/4PP2/2N1B3/PPP1B1PP/R2Q1RK1 b - - 0 1,1,b7c6,0.2
r1bq1rk1/p3bppp/2pp1n2/4p3/4PP2/2N1B3/PPP1B1PP/R2Q1RK1 w - - 0 1,1,g1h1,0.21
r1bqkbnr/pp1ppppp/2n5/2p5/4PP2/2N5/PPPP2PP/R1BQKBNR b KQkq - 0 1,8,g7g6,-0.2
r1bqkbnr/pp1ppp1p/2n3p1/2p5/4PP2/2N5/PPPP2PP/R1BQKBNR w KQkq - 0 1,1,g1f3,-0.1
r1bqkbnr/pp1ppp1p/2n3p1/2p5/4PP2/2N2N2/PPPP2PP/R1BQKB1R b KQkq - 0 1,1,f8g7,-0.17
r1bqk1nr/pp1pppbp/2n3p1/2p5/4PP2/2N2N2/PPPP2PP/R1BQKB1R w KQkq - 0 1,1,d2d3,-0.16
r1bqk1nr/pp1pppbp/2n3p1/1Bp5/4PP2/2N2N2/PPPP2PP/R1BQK2R b KQkq - 0 1,1,c6d4,-0.16
rnbqkb1r/pp1ppppp/5n2/2p5/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq - 0 1,1,e2e4,0.24
r1bqkb1r/pppp1ppp/5n2/4p3/2BnP3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 0 1,8,f8c5,0.0
r1bqk2r/pppp1ppp/5n2/2b1p3/2BnP3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 1,1,f3e5,0.01
r1bqk2r/pppp1ppp/5n2/2b1N3/2BnP3/2N5/PPPP1PPP/R1BQK2R b KQkq - 0 1,1,d8e7,0.0
r1b1k2r/ppppqppp/5n2/2b1N3/2BnP3/2N5/PPPP1PPP/R1BQK2R w KQkq - 0 1,1,e5f3,0.0
r1b1k2r/ppppqppp/5n2/2b5/2BnP3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 0 1,1,d7d5,-0.07
r1b1k2r/ppp1qppp/5n2/2bp4/2BnP3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 1,1,c3d5,-0.03
r1b1k2r/ppp1qppp/5n2/2bB4/3nP3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 0 1,1,c8g4,0.0
r3k2r/ppp1qppp/5n2/2bB4/3nP1b1/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 1,1,d2d3,0.0
r3k2r/ppp1qppp/5n2/2bB4/3nP1b1/2NP1N2/PPP2PPP/R1BQK2R b KQkq - 0 1,1,e8c8,0.0
2kr3r/ppp1qppp/5n2/2bB4/3nP1b1/2NP1N2/PPP2PPP/R1BQK2R w KQ - 0 1,1,c1e3,0.0
2kr3r/ppp1qppp/5n2/2bB4/3nP1b1/2NPBN2/PPP2PPP/R2QK2R b KQ - 0 1,1,f6d5,0.0
2kr3r/ppp1qppp/8/2bn4/3nP1b1/2NPBN2/PPP2PPP/R2QK2R w KQ - 0 1,1,c3d5,0.0
2kr3r/ppp1qppp/8/2bN4/3nP1b1/3PBN2/PPP2PPP/R2QK2R b KQ - 0 1,1,d8d5,0.0
2k4r/ppp1qppp/8/2br4/3nP1b1/3PBN2/PPP2PPP/R2QK2R w KQ - 0 1,1,e4d5,0.0
2k4r/ppp1qppp/8/2bP4/3n2b1/3PBN2/PPP2PPP/R2QK2R b KQ - 0 1,1,h8e8,0.0
2k1r3/ppp1qppp/8/2bP4/3n2b1/3PBN2/PPP2PPP/R2QK2R w KQ - 0 1,1,e1g1,0.0
2k1r3/ppp1qppp/8/2bP4/3n2b1/2PPBN2/PP3PPP/R2QK2R b KQ - 0 1,1,d4f3,0.0
2k1r3/ppp1qppp/8/2bP4/6b1/2PPBn2/PP3PPP/R2QK2R w KQ - 0 1,1,g2f3,0.0
2k1r3/ppp1qppp/8/2bP4/6b1/2PPBP2/PP3P1P/R2QK2R b KQ - 0 1,1,e7h4,0.0
2k1r3/ppp2ppp/8/2bP4/6bq/2PPBP2/PP3P1P/R2QK2R w KQ - 0 1,1,e1d2,0.0
2k1r3/ppp2ppp/8/2bP4/6bq/2PPBP2/PP1K1P1P/R2Q3R b - - 0 1,1,e8e3,0.0
2k5/ppp2ppp/8/2bP4/6bq/2PPrP2/PP1K1P1P/R2Q3R w - - 0 1,1,f2e3,0.0
2k5/ppp2ppp/8/2bP4/6bq/2PPPP2/PP1K3P/R2Q3R b - - 0 1,1,h4f2,0.0
rnbqkbnr/ppp2ppp/8/3p4/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 0 1,1,g1f3,0.16
rnbqkbnr/ppp2ppp/8/3p4/3P4/3B4/PPP2PPP/RNBQK1NR b KQkq - 0 1,1,b8c6,0.1
rnbqk1nr/ppp2ppp/3b4/3p4/3P4/3B4/PPP2PPP/RNBQK1NR w KQkq - 0 1,1,g1f3,0.08
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/3P1N2/PPP2PPP/RNBQKB1R b KQkq - 0 1,1,g8f6,0.02
r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 0 1,1,g2g3,-0.02
r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/3P1N2/PPP1BPPP/RNBQK2R b KQkq - 0 1,1,d7d5,-0.14
r1bqkb1r/ppp2ppp/2n2n2/3pp3/4P3/3P1N2/PPP1BPPP/RNBQK2R w KQkq - 0 1,1,e4d5,-0.18
rnbqkbnr/ppp1pppp/8/3p4/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 0 1,1,g1f3,-0.07
r1bqkb1r/ppp2ppp/2n2n2/3pp3/4P3/2PP1N2/PP1N1PPP/R1BQKB1R b KQkq - 0 1,1,f8d6,-0.16
r1bqkb1r/1pp2ppp/2n2n2/p2pp3/4P3/2PP1N2/PP1N1PPP/R1BQKB1R w KQkq - 0 1,1,f1e2,-0.14
r1bqkb1r/1pp2ppp/2n2n2/p2pp3/4P3/2PP1N2/PP1NBPPP/R1BQK2R b KQkq - 0 1,1,f8c5,-0.06
r1bqk2r/1pp2ppp/2n2n2/p1bpp3/4P3/2PP1N2/PP1NBPPP/R1BQK2R w KQkq - 0 1,1,e4d5,-0.04
r1bqk2r/1pp2ppp/2n2n2/p1bpp3/4P3/2PP1N2/PP1NBPPP/R1BQ1RK1 b kq - 0 1,1,e8g8,-0.17
r1bq1rk1/1pp2ppp/2n2n2/p1bpp3/4P3/2PP1N2/PP1NBPPP/R1BQ1RK1 w - - 0 1,1,e4d5,-0.14
rnbqkb1r/pppppppp/5n2/8/3P4/2N5/PPP1PPPP/R1BQKBNR b KQkq - 0 1,1,d7d5,0.01
rnbqkb1r/ppp1pppp/5n2/3p2B1/3P4/2N5/PPP1PPPP/R2QKBNR b KQkq - 0 1,8,h7h6,-0.2
rnbqkb1r/pp2pppp/2p2n2/3p2B1/3P4/2N5/PPP1PPPP/R2QKBNR w KQkq - 0 1,1,e2e3,0.06
rnbqkb1r/pp2pppp/2p2n2/3p2B1/3P4/2NQ4/PPP1PPPP/R3KBNR b KQkq - 0 1,1,h7h6,-0.06
r1bqkb1r/pp1npppp/2p2n2/3p2B1/3P4/2NQ4/PPP1PPPP/R3KBNR w KQkq - 0 1,1,g1f3,-0.01
r1bqkb1r/pp1npppp/2p2n2/3p2B1/3P4/2NQ1N2/PPP1PPPP/R3KB1R b KQkq - 0 1,1,h7h6,0.03
r1bqkb1r/pppnpppp/5n2/3p2B1/3P4/2N5/PPP1PPPP/R2QKBNR w KQkq - 0 1,1,g1f3,-0.07
r1bqkb1r/pppnpppp/5n2/3p2B1/3P4/2N2P2/PPP1P1PP/R2QKBNR b KQkq - 0 1,1,h7h6,-0.43
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 1,8,c2c4,0.21
rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 1,8,e7e6,0.14
rnbqkbnr/pp2pppp/2p5/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 1,8,g1f3,0.16
rnbqkbnr/pp2pppp/2p5/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 0 1,8,g8f6,0.19
rnbqkb1r/pp2pppp/2p2n2/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 1,8,g1f3,0.2
rnbqkb1r/pp2pppp/2p2n2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 0 1,8,e7e6,0.12
rnbqkb1r/1p2pppp/p1p2n2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 1,8,e2e3,0.18
rnbqkb1r/1p2pppp/p1p2n2/3P4/3P4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 0 1,1,c6d5,0.18
rnbqkb1r/1p2pppp/p4n2/3p4/3P4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 1,1,c1f4,0.15
rnbqkb1r/1p2pppp/p4n2/3p4/3P1B2/2N2N2/PP2PPPP/R2QKB1R b KQkq - 0 1,1,b8c6,0.15
r1bqkb1r/1p2pppp/p1n2n2/3p4/3P1B2/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 1,1,e2e3,0.16
r1bqkb1r/1p2pppp/p1n2n2/3p4/3P1B2/2N1PN2/PP3PPP/R2QKB1R b KQkq - 0 1,1,c8g4,0.13
r2qkb1r/1p2pppp/p1n2n2/3p4/3P1Bb1/2N1PN2/PP3PPP/R2QKB1R w KQkq - 0 1,1,h2h3,0.16
rnbqkb1r/pp1ppppp/5n2/2p5/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq - 0 1,1,e4e5,0.08
rnbqkb1r/pp1ppppp/5n2/2p1P3/8/2P5/PP1P1PPP/RNBQKBNR b KQkq - 0 1,1,f6d5,0.08
rnbqkb1r/pp1ppppp/8/2pnP3/8/2P5/PP1P1PPP/RNBQKBNR w KQkq - 0 1,1,g1f3,0.11
rnbqkb1r/pp1ppppp/8/2pnP3/8/2P2N2/PP1P1PPP/RNBQKB1R b KQkq - 0 1,1,d7d6,0.09
r1bqkb1r/pp1ppppp/2n5/2pnP3/8/2P2N2/PP1P1PPP/RNBQKB1R w KQkq - 0 1,1,f1c4,0.11
r1bqkb1r/pp1ppppp/2n5/3nP3/3p4/2P2N2/PP3PPP/RNBQKB1R w KQkq - 0 1,1,c3d4,0.08
rnbqk1nr/ppp2ppp/4p3/3p4/1b1PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 1,8,e4e5,0.48
r1bqk2r/pp1pppbp/2n2np1/8/2BNP3/2N1B3/PPP2PPP/R2QK2R b KQkq - 0 1,1,e8g8,0.27
r1bq1rk1/pp1pppbp/2n2np1/8/2BNP3/2N1B3/PPP2PPP/R2QK2R w KQ - 0 1,1,c4b3,0.21
r1bq1rk1/pp1pppbp/2n2np1/8/3NP3/1BN1B3/PPP2PPP/R2QK2R b KQ - 0 1,8,a7a5,0.22
rnbqkb1r/ppp2ppp/4pn2/3p4/2P5/4PN2/PP1P1PPP/RNBQKB1R w KQkq - 0 1,1,d2d4,0.03
rnbqkb1r/ppp2ppp/4pn2/3p4/2P5/2N1PN2/PP1P1PPP/R1BQKB1R b KQkq - 0 1,1,f8d6,0.05
r1bqkbnr/pp1ppppp/2n5/1Bp5/4P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 0 1,8,c6d4,-0.06
rnbqkbnr/pp1ppppp/2p5/8/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 0 1,8,d7d5,0.22
r1bqkb1r/pp1p1ppp/2n2n2/4p3/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 1,8,d4b5,0.21
r1bqkb1r/pp1p1ppp/2n2n2/1N2p3/4P3/2N5/PPP2PPP/R1BQKB1R b KQkq - 0 1,1,d7d6,0.28
r1bqkb1r/pp3ppp/2np1n2/1N2p3/4P3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 1,8,c3d5,0.17
r1bqkb1r/pp3ppp/2np1n2/1N2p1B1/4P3/2N5/PPP2PPP/R2QKB1R b KQkq - 0 1,1,a7a6,0.16
r1bqkb1r/1p3ppp/p1np1n2/1N2p1B1/4P3/2N5/PPP2PPP/R2QKB1R w KQkq - 0 1,8,b5a3,0.19
r1bqkb1r/1p3ppp/p1np1n2/4p1B1/4P3/N1N5/PPP2PPP/R2QKB1R b KQkq - 0 1,1,b7b5,0.18
r1bqkb1r/5ppp/p1np1n2/1p2p1B1/4P3/N1N5/PPP2PPP/R2QKB1R w KQkq - 0 1,8,c3d5,0.26
r1bqkb1r/5ppp/p1np1B2/1p2p3/4P3/N1N5/PPP2PPP/R2QKB1R b KQkq - 0 1,8,g7f6,0.0
r1bqkb1r/5p1p/p1np1p2/1p2p3/4P3/N1N5/PPP2PPP/R2QKB1R w KQkq - 0 1,1,c3d5,0.11
r1bqkb1r/5p1p/p1np1p2/1p1Np3/4P3/N7/PPP2PPP/R2QKB1R b KQkq - 0 1,1,f6f5,0.09
rnbqkbnr/ppp1pppp/8/3p4/8/4PN2/PPPP1PPP/RNBQKB1R b KQkq - 0 1,8,g8f6,0.03
rnbqkb1r/ppp1pppp/5n2/3p4/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 1,1,d2d4,0.02
rnbqkb1r/ppp1pppp/5n2/3p4/2P5/4PN2/PP1P1PPP/RNBQKB1R b KQkq - 0 1,1,e7e6,0.04
rnbqkb1r/pp3ppp/4pn2/2p5/2BP4/4PN2/PP3PPP/RNBQ1RK1 b kq - 0 1,1,a7a6,0.17
rnbqkb1r/1p3ppp/p3pn2/2p5/2BP4/4PN2/PP3PPP/RNBQ1RK1 w kq - 0 1,1,b1c3,0.11
rnbqk1nr/ppp2ppp/4p3/3pP3/1b1P4/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 1,8,c7c5,0.37
rnbqk1nr/pp3ppp/4p3/2ppP3/1b1P4/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 1,8,a2a3,0.39
rnbqk1nr/pp3ppp/4p3/2ppP3/1b1P4/P1N5/1PP2PPP/R1BQKBNR b KQkq - 0 1,1,b4c3,0.45
rnbqk1nr/pp3ppp/4p3/2ppP3/3P4/P1b5/1PP2PPP/R1BQKBNR w KQkq - 0 1,8,b2c3,0.48
rnbqk1nr/pp3ppp/4p3/2ppP3/3P4/P1P5/2P2PPP/R1BQKBNR b KQkq - 0 1,1,g8e7,0.55
rnbqk2r/pp2nppp/4p3/2ppP3/3P4/P1P5/2P2PPP/R1BQKBNR w KQkq - 0 1,8,d1g4,0.45
r1bqkbnr/pp1p1ppp/2n5/2p1p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 1,8,f1c4,0.19
r1bqkbnr/pp1p1ppp/2n5/2p1p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 0 1,1,d7d6,0.2
r1bqkbnr/pp1ppppp/2n5/2p5/4P3/2N3P1/PPPP1P1P/R1BQKBNR b KQkq - 0 1,8,g7g6,-0.04
r1bqkbnr/pp1ppp1p/2n3p1/2p5/4P3/2N3P1/PPPP1P1P/R1BQKBNR w KQkq - 0 1,1,d2d3,-0.05
r1bqkbnr/pp1ppp1p/2n3p1/2p5/4P3/2N3P1/PPPP1PBP/R1BQK1NR b KQkq - 0 1,1,f8g7,-0.05
r1bqk1nr/pp1pppbp/2n3p1/2p5/4P3/2N3P1/PPPP1PBP/R1BQK1NR w KQkq - 0 1,1,d2d3,-0.02
r1bqk2r/p1p2ppp/2p2n2/3p4/1b2P3/2NB4/PPP2PPP/R1BQK2R w KQkq - 0 1,1,e4d5,0.05
r1bqk2r/p1p2ppp/2p2n2/3P4/1b6/2NB4/PPP2PPP/R1BQK2R b KQkq - 0 1,1,e8g8,0.09
rnbqkb1r/ppp1pp1p/3p1np1/8/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 1,8,c1e3,0.49
rnbqkb1r/ppp1pp1p/3p1np1/8/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 1,1,f8g7,0.36
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/4PN2/PP3PPP/RNBQKB1R b KQkq - 0 1,1,f8e7,0.05
rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1,8,e7e5,0.04
rnbqkbnr/ppppp1pp/8/5p2/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 1,1,g1f3,0.42
rnbq1rk1/ppp1p1bp/3p1np1/5p2/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 b - - 0 1,8,c7c6,0.36
rnbq1rk1/pp2p1bp/2pp1np1/5p2/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 w - - 0 1,8,d1c2,0.34
rnbqkbnr/ppppp1pp/8/5p2/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 1,1,g8f6,0.32
rnbqkb1r/ppppp1pp/5n2/5p2/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 1,1,g1f3,0.29
rnbq1rk1/ppppp1bp/5np1/5p2/2PP4/5NP1/PP2PPBP/RNBQ1RK1 b - - 0 1,8,d7d6,0.33
rnbq1rk1/ppp1p1bp/3p1np1/5p2/2PP4/5NP1/PP2PPBP/RNBQ1RK1 w - - 0 1,8,b1c3,0.37
rnbqkbnr/pppp2pp/4p3/5p2/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 1,1,g2g3,0.33
rnbqkb1r/pppp2pp/4pn2/5p2/2PP4/6P1/PP2PP1P/RNBQKBNR w KQkq - 0 1,1,g1f3,0.36
rnbqkb1r/pppp2pp/4pn2/5p2/2PP4/6P1/PP2PPBP/RNBQK1NR b KQkq - 0 1,8,d7d5,0.31
r1bqkbnr/pppp1ppp/2n5/4p3/2P5/2N5/PP1PPPPP/R1BQKBNR w KQkq - 0 1,1,g2g3,0.19
r1bqkbnr/pppp1ppp/2n5/4p3/2P5/2N3P1/PP1PPP1P/R1BQKBNR b KQkq - 0 1,8,g7g6,0.12
r1bqkbnr/pppp1p1p/2n3p1/4p3/2P5/2N3P1/PP1PPPBP/R1BQK1NR b KQkq - 0 1,1,f8g7,0.13
r1bqk1nr/pppp1pbp/2n3p1/4p3/2P5/2N3P1/PP1PPPBP/R1BQK1NR w KQkq - 0 1,1,e2e3,0.14
r1bqkb1r/pppp1ppp/2n2n2/4p3/2P5/2N2N2/PP1PPPPP/R1BQKB1R w KQkq - 0 1,1,a2a3,0.03
rnbq1rk1/ppp1ppbp/3p1np1/8/2P5/2N2NP1/PP1PPPBP/R1BQ1RK1 b - - 0 1,1,c7c5,0.23
rnbqk1nr/ppp1ppbp/3p2p1/8/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 1,1,g1f3,0.35
rnbqk1nr/ppp1ppbp/3p2p1/8/2PPP3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 1,1,g8f6,0.43
rnbqk2r/ppp1ppbp/3p1np1/8/2PPP3/2N5/PP3PPP/R1BQKBNR w KQkq - 0 1,8,f1e2,0.33
rnbqk2r/ppp1ppbp/3p1np1/8/2PPP3/2N4P/PP3PP1/R1BQKBNR b KQkq - 0 1,8,e7e5,0.36
rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/2N4P/PP3PP1/R1BQKBNR w KQ - 0 1,8,c1e3,0.45
r1bq1rk1/pppn1pbp/3p1np1/4p3/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 w - - 0 1,1,e2e4,0.41
r1bq1rk1/pppn1pbp/3p1np1/4p3/2PPP3/2N2NP1/PP3PBP/R1BQ1RK1 b - - 0 1,1,e5d4,0.44
r1bq1rk1/pp1n1pbp/2pp1np1/4p3/2PPP3/2N2NP1/PP3PBP/R1BQ1RK1 w - - 0 1,1,h2h3,0.46
r1bqkb1r/pppn1ppp/3p1n2/4p3/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 1,1,e2e4,0.52
rnbq1rk1/ppp1ppbp/3p1np1/8/2PP4/2N2NP1/PP2PPBP/R1BQK2R b KQ - 0 1,1,c7c5,0.25
r1bq1rk1/pppnppbp/3p1np1/8/2PP4/2N2NP1/PP2PPBP/R1BQK2R w KQ - 0 1,8,e1g1,0.38
r1bq1rk1/pppnppbp/3p1np1/8/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 b - - 0 1,1,e7e5,0.4
rnbqkbnr/ppp1pppp/3p4/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 1,1,e7e5,0.23
rnbqkb1r/ppp1pppp/3p1n2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 1,8,b1c3,0.36
rnbqkb1r/ppp1pppp/3p1n2/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 0 1,8,g7g6,0.36
r1bqkb1r/pppnpppp/3p1n2/8/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 0 1,1,e7e5,0.56
r1bq1rk1/pppn1pbp/3p1np1/4p3/2PPP3/2N2N2/PP2BPPP/R1BQ1RK1 w - - 0 1,8,c1e3,0.47
rnbqk1nr/ppp1ppbp/3p2p1/8/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 0 1,8,g8f6,0.41
rnbqk1nr/ppp1ppbp/3p2p1/8/2PPP3/8/PP3PPP/RNBQKBNR w KQkq - 0 1,1,b1c3,0.44
rnbqk2r/ppp1ppbp/3p1np1/8/2PPP3/2N5/PP2BPPP/R1BQK1NR b KQkq - 0 1,1,e7e5,0.47
rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/2N5/PP2BPPP/R1BQK1NR w KQ - 0 1,1,g1f3,0.48
rnbqkbnr/ppp2ppp/3p4/4p3/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 1,1,e2e3,0.21
rnbqkbnr/ppp1pppp/8/8/2pP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 1,8,e2e4,0.22
rnbqkbnr/ppp1pppp/8/8/2pP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 0 1,8,g8f6,0.16
rnbqkbnr/pp1ppppp/2p5/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 1,1,g1f3,0.18
rnbqkbnr/pp1ppppp/2p5/8/2P5/5N2/PP1PPPPP/RNBQKB1R b KQkq - 0 1,1,g8f6,0.2
rnbqkbnr/pp2pppp/2p5/3p4/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 1,1,d2d4,0.15
rnbqkb1r/pp2pppp/2p2n2/3p4/2P5/5NP1/PP1PPPBP/RNBQK2R b KQkq - 0 1,8,c8g4,0.14
rnbqk2r/pp2ppbp/2p2np1/3p4/2PP4/5NP1/PP2PPBP/RNBQK2R w KQkq - 0 1,1,e1g1,0.13
rnbq1rk1/pp2ppbp/2p2np1/3p4/2PP4/5NP1/PP2PPBP/RNBQ1RK1 w - - 0 1,8,c4d5,0.16
rnbqkbnr/pp2pppp/2p5/3p4/2P5/4PN2/PP1P1PPP/RNBQKB1R b KQkq - 0 1,1,g8f6,0.2
rnbqkb1r/pp2pppp/2p2n2/3p4/2P5/4PN2/PP1P1PPP/RNBQKB1R w KQkq - 0 1,1,d2d4,0.16
rnbqkb1r/pp2pppp/2p2n2/3p4/2P5/2N1PN2/PP1P1PPP/R1BQKB1R b KQkq - 0 1,1,b8d7,0.16
rnbqkb1r/pp2pp1p/2p2np1/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R b KQkq - 0 1,1,f8g7,0.24
rnbqk2r/pp2ppbp/2p2np1/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq - 0 1,1,f1e2,0.27
rnbqk2r/pp2ppbp/2p2np1/3p4/2PP4/2N1PN2/PP2BPPP/R1BQK2R b KQkq - 0 1,1,e8g8,0.32
rnbq1rk1/pp2ppbp/2p2np1/3p4/2PP4/2N1PN2/PP2BPPP/R1BQK2R w KQ - 0 1,1,e1g1,0.26
rnbq1rk1/pp2ppbp/2p2np1/3p4/2PP4/2N1PN2/PP2BPPP/R1BQ1RK1 b - - 0 1,1,c8e6,0.27
rnbqkb1r/pp1ppppp/2p2n2/8/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 1,1,d2d4,0.18
rnbqkb1r/pp3ppp/2p1pn2/3p4/2P5/2N1PN2/PP1P1PPP/R1BQKB1R w KQkq - 0 1,1,d2d4,0.14
r1bqk2r/pp1n1ppp/2pbpn2/3p4/2PP4/2N1PN2/PPQ2PPP/R1B1KB1R w KQkq - 0 1,1,f1d3,0.11
r1bqk2r/pp1n1ppp/2pbpn2/3p4/2PP4/1PN1PN2/P1Q2PPP/R1B1KB1R b KQkq - 0 1,1,e8g8,0.11
r1bq1rk1/pp1n1ppp/2pbpn2/3p4/2PP4/1PN1PN2/P1Q2PPP/R1B1KB1R w KQ - 0 1,1,f1e2,0.1
rnbqkb1r/pp3ppp/2p1pn2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R b KQkq - 0 1,8,b8d7,0.1
r1bqkb1r/pp1n1ppp/2p1pn2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq - 0 1,1,d1c2,0.16
r1bqkb1r/pp1n1ppp/2p1pn2/3p4/2PP4/2N1PN2/PPQ2PPP/R1B1KB1R b KQkq - 0 1,1,f8d6,0.17
r1bqk2r/pp1n1ppp/2pbpn2/3p4/2PP4/2NBPN2/PPQ2PPP/R1B1K2R b KQkq - 0 1,8,e8g8,0.18
r1bq1rk1/pp1n1ppp/2pbpn2/8/2BP4/2N1PN2/PPQ2PPP/R1B2RK1 b - - 0 1,1,a7a6,0.2
r1bqk2r/pp1n1ppp/2pbpn2/3p4/2PP4/2N1PN2/PPQ1BPPP/R1B1K2R b KQkq - 0 1,1,e8g8,0.08
r1bq1rk1/pp1n1ppp/2pbpn2/3p4/2PP4/2N1PN2/PPQ1BPPP/R1B1K2R w KQ - 0 1,1,e1g1,0.12
